url,city,feature,current_status,gsc_clicks_3mo,gsc_impressions_3mo,ai_feature_impr_3mo,googlebot_req_14d,all_req_14d,matching_pools,matching_indexable,hub_indexable,internal_referer_hits_14d,external_referer_hits_14d,classification,proposed_destination
/public-pools/pennsylvania/philadelphia/feature/olympic-size/,"Philadelphia, PA",olympic-size,301 -> /public-pools/pennsylvania/philadelphia/,0,0,0,0,4,0,0,True,2,1,CONSOLIDATE,/public-pools/pennsylvania/philadelphia/
/public-pools/pennsylvania/pittsburgh/feature/diving-board/,"Pittsburgh, PA",diving-board,301 -> /public-pools/pennsylvania/pittsburgh/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/pennsylvania/pittsburgh/
/public-pools/pennsylvania/pittsburgh/feature/lap-swimming/,"Pittsburgh, PA",lap-swimming,301 -> /public-pools/pennsylvania/pittsburgh/,3,82,0,0,1,1,1,True,0,0,CONSOLIDATE,/public-pools/pennsylvania/pittsburgh/
/public-pools/pennsylvania/pittsburgh/feature/olympic-size/,"Pittsburgh, PA",olympic-size,301 -> /public-pools/pennsylvania/pittsburgh/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/pennsylvania/pittsburgh/
/public-pools/pennsylvania/york/feature/indoor/,"York, PA",indoor,301 -> /public-pools/pennsylvania/york/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/pennsylvania/york/
/public-pools/south-carolina/charleston/feature/lap-swimming/,"Charleston, SC",lap-swimming,301 -> /public-pools/south-carolina/charleston/,0,0,4,0,2,1,1,True,2,0,CONSOLIDATE,/public-pools/south-carolina/charleston/
/public-pools/south-carolina/columbia/feature/diving-board/,"Columbia, SC",diving-board,301 -> /public-pools/south-carolina/columbia/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/south-carolina/columbia/
/public-pools/south-carolina/columbia/feature/heated/,"Columbia, SC",heated,301 -> /public-pools/south-carolina/columbia/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/south-carolina/columbia/
/public-pools/south-carolina/columbia/feature/kiddie-pool/,"Columbia, SC",kiddie-pool,301 -> /public-pools/south-carolina/columbia/,2,38,0,0,1,0,0,True,0,0,CONSOLIDATE,/public-pools/south-carolina/columbia/
/public-pools/south-carolina/columbia/feature/lap-swimming/,"Columbia, SC",lap-swimming,301 -> /public-pools/south-carolina/columbia/,0,0,10,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/south-carolina/columbia/
/public-pools/south-carolina/columbia/feature/lazy-river/,"Columbia, SC",lazy-river,301 -> /public-pools/south-carolina/columbia/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/south-carolina/columbia/
/public-pools/south-carolina/columbia/feature/splash-pad/,"Columbia, SC",splash-pad,301 -> /public-pools/south-carolina/columbia/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/south-carolina/columbia/
/public-pools/south-carolina/greenville/feature/indoor/,"Greenville, SC",indoor,301 -> /public-pools/south-carolina/greenville/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/south-carolina/greenville/
/public-pools/south-carolina/greenville/feature/olympic-size/,"Greenville, SC",olympic-size,301 -> /public-pools/south-carolina/greenville/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/south-carolina/greenville/
/public-pools/south-carolina/greenville/feature/water-slides/,"Greenville, SC",water-slides,301 -> /public-pools/south-carolina/greenville/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/south-carolina/greenville/
/public-pools/south-carolina/mount-pleasant/feature/indoor/,"Mount Pleasant, SC",indoor,301 -> /public-pools/south-carolina/mount-pleasant/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/south-carolina/mount-pleasant/
/public-pools/south-carolina/mount-pleasant/feature/lap-swimming/,"Mount Pleasant, SC",lap-swimming,301 -> /public-pools/south-carolina/mount-pleasant/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/south-carolina/mount-pleasant/
/public-pools/south-carolina/mount-pleasant/feature/olympic-size/,"Mount Pleasant, SC",olympic-size,301 -> /public-pools/south-carolina/mount-pleasant/,0,0,0,0,1,0,0,True,0,0,RETIRE,/public-pools/south-carolina/mount-pleasant/
/public-pools/south-carolina/mount-pleasant/feature/water-slides/,"Mount Pleasant, SC",water-slides,301 -> /public-pools/south-carolina/mount-pleasant/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/south-carolina/mount-pleasant/
/public-pools/south-carolina/myrtle-beach/feature/splash-pad/,"Myrtle Beach, SC",splash-pad,301 -> /public-pools/south-carolina/myrtle-beach/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/south-carolina/myrtle-beach/
/public-pools/tennessee/chattanooga/feature/diving-board/,"Chattanooga, TN",diving-board,301 -> /public-pools/tennessee/chattanooga/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/tennessee/chattanooga/
/public-pools/tennessee/chattanooga/feature/kiddie-pool/,"Chattanooga, TN",kiddie-pool,301 -> /public-pools/tennessee/chattanooga/,0,0,5,0,2,2,2,True,2,0,CONSOLIDATE,/public-pools/tennessee/chattanooga/
/public-pools/tennessee/chattanooga/feature/lap-swimming/,"Chattanooga, TN",lap-swimming,301 -> /public-pools/tennessee/chattanooga/,0,0,0,0,1,2,2,True,1,0,CONSOLIDATE,/public-pools/tennessee/chattanooga/
/public-pools/tennessee/chattanooga/feature/olympic-size/,"Chattanooga, TN",olympic-size,301 -> /public-pools/tennessee/chattanooga/,0,0,0,0,3,0,0,True,3,0,CONSOLIDATE,/public-pools/tennessee/chattanooga/
/public-pools/tennessee/chattanooga/feature/splash-pad/,"Chattanooga, TN",splash-pad,301 -> /public-pools/tennessee/chattanooga/,0,0,0,0,2,0,0,True,2,0,CONSOLIDATE,/public-pools/tennessee/chattanooga/
/public-pools/tennessee/clinton/feature/kiddie-pool/,"Clinton, TN",kiddie-pool,301 -> /public-pools/tennessee/clinton/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/tennessee/clinton/
/public-pools/tennessee/clinton/feature/splash-pad/,"Clinton, TN",splash-pad,301 -> /public-pools/tennessee/clinton/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/tennessee/clinton/
/public-pools/tennessee/franklin/feature/diving-board/,"Franklin, TN",diving-board,301 -> /public-pools/tennessee/franklin/,2,28,0,0,1,2,2,True,0,0,CONSOLIDATE,/public-pools/tennessee/franklin/
/public-pools/tennessee/franklin/feature/heated/,"Franklin, TN",heated,301 -> /public-pools/tennessee/franklin/,0,0,0,3,3,0,0,True,0,0,CONSOLIDATE,/public-pools/tennessee/franklin/
/public-pools/tennessee/franklin/feature/kiddie-pool/,"Franklin, TN",kiddie-pool,301 -> /public-pools/tennessee/franklin/,0,0,0,0,2,2,2,True,2,0,CONSOLIDATE,/public-pools/tennessee/franklin/
/public-pools/tennessee/franklin/feature/lap-swimming/,"Franklin, TN",lap-swimming,301 -> /public-pools/tennessee/franklin/,0,0,0,0,2,3,3,True,2,0,CONSOLIDATE,/public-pools/tennessee/franklin/
/public-pools/tennessee/franklin/feature/lazy-river/,"Franklin, TN",lazy-river,301 -> /public-pools/tennessee/franklin/,0,0,0,2,2,1,1,True,0,0,CONSOLIDATE,/public-pools/tennessee/franklin/
/public-pools/tennessee/franklin/feature/olympic-size/,"Franklin, TN",olympic-size,301 -> /public-pools/tennessee/franklin/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/tennessee/franklin/
/public-pools/tennessee/franklin/feature/splash-pad/,"Franklin, TN",splash-pad,301 -> /public-pools/tennessee/franklin/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/tennessee/franklin/
/public-pools/tennessee/franklin/feature/water-slides/,"Franklin, TN",water-slides,301 -> /public-pools/tennessee/franklin/,0,0,0,2,2,1,1,True,0,0,CONSOLIDATE,/public-pools/tennessee/franklin/
/public-pools/tennessee/franklin/feature/wave-pool/,"Franklin, TN",wave-pool,301 -> /public-pools/tennessee/franklin/,0,0,5,2,2,1,1,True,0,0,CONSOLIDATE,/public-pools/tennessee/franklin/
/public-pools/tennessee/knoxville/feature/heated/,"Knoxville, TN",heated,301 -> /public-pools/tennessee/knoxville/,0,0,0,3,3,1,1,True,0,0,CONSOLIDATE,/public-pools/tennessee/knoxville/
/public-pools/tennessee/knoxville/feature/indoor/,"Knoxville, TN",indoor,301 -> /public-pools/tennessee/knoxville/,2,105,11,0,2,1,1,True,0,1,CONSOLIDATE,/public-pools/tennessee/knoxville/
/public-pools/tennessee/knoxville/feature/lap-swimming/,"Knoxville, TN",lap-swimming,301 -> /public-pools/tennessee/knoxville/,0,0,0,4,4,4,4,True,0,0,CONSOLIDATE,/public-pools/tennessee/knoxville/
/public-pools/tennessee/knoxville/feature/water-slides/,"Knoxville, TN",water-slides,301 -> /public-pools/tennessee/knoxville/,0,0,0,2,2,0,0,True,0,0,CONSOLIDATE,/public-pools/tennessee/knoxville/
/public-pools/tennessee/memphis/feature/lazy-river/,"Memphis, TN",lazy-river,301 -> /public-pools/tennessee/memphis/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/tennessee/memphis/
/public-pools/tennessee/memphis/feature/water-slides/,"Memphis, TN",water-slides,301 -> /public-pools/tennessee/memphis/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/tennessee/memphis/
/public-pools/tennessee/memphis/feature/wave-pool/,"Memphis, TN",wave-pool,301 -> /public-pools/tennessee/memphis/,4,137,13,0,1,0,0,True,0,0,CONSOLIDATE,/public-pools/tennessee/memphis/
/public-pools/tennessee/murfreesboro/feature/diving-board/,"Murfreesboro, TN",diving-board,301 -> /public-pools/tennessee/murfreesboro/,0,0,0,0,1,2,2,True,1,0,CONSOLIDATE,/public-pools/tennessee/murfreesboro/
/public-pools/tennessee/murfreesboro/feature/lap-swimming/,"Murfreesboro, TN",lap-swimming,301 -> /public-pools/tennessee/murfreesboro/,0,0,0,0,2,3,3,True,2,0,CONSOLIDATE,/public-pools/tennessee/murfreesboro/
/public-pools/tennessee/murfreesboro/feature/lazy-river/,"Murfreesboro, TN",lazy-river,301 -> /public-pools/tennessee/murfreesboro/,2,25,0,0,1,0,0,True,0,0,CONSOLIDATE,/public-pools/tennessee/murfreesboro/
/public-pools/tennessee/murfreesboro/feature/olympic-size/,"Murfreesboro, TN",olympic-size,301 -> /public-pools/tennessee/murfreesboro/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/tennessee/murfreesboro/
/public-pools/tennessee/nashville/feature/diving-board/,"Nashville, TN",diving-board,301 -> /public-pools/tennessee/nashville/,0,0,0,1,1,1,1,True,0,0,RETIRE,/public-pools/tennessee/nashville/
/public-pools/tennessee/nashville/feature/indoor/,"Nashville, TN",indoor,301 -> /public-pools/tennessee/nashville/,0,0,0,0,2,1,1,True,2,0,CONSOLIDATE,/public-pools/tennessee/nashville/
/public-pools/tennessee/nashville/feature/kiddie-pool/,"Nashville, TN",kiddie-pool,301 -> /public-pools/tennessee/nashville/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/tennessee/nashville/
/public-pools/tennessee/nashville/feature/splash-pad/,"Nashville, TN",splash-pad,301 -> /public-pools/tennessee/nashville/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/tennessee/nashville/
/public-pools/tennessee/nashville/feature/water-slides/,"Nashville, TN",water-slides,301 -> /public-pools/tennessee/nashville/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/tennessee/nashville/
/public-pools/texas/allen/feature/indoor/,"Allen, TX",indoor,301 -> /public-pools/texas/allen/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/allen/
/public-pools/texas/allen/feature/kiddie-pool/,"Allen, TX",kiddie-pool,301 -> /public-pools/texas/allen/,0,0,0,0,1,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/allen/
/public-pools/texas/allen/feature/lap-swimming/,"Allen, TX",lap-swimming,301 -> /public-pools/texas/allen/,0,0,0,0,1,4,4,True,1,0,CONSOLIDATE,/public-pools/texas/allen/
/public-pools/texas/arlington/feature/indoor/,"Arlington, TX",indoor,301 -> /public-pools/texas/arlington/,0,0,0,0,3,0,0,True,3,0,CONSOLIDATE,/public-pools/texas/arlington/
/public-pools/texas/arlington/feature/kiddie-pool/,"Arlington, TX",kiddie-pool,301 -> /public-pools/texas/arlington/,0,0,7,3,3,1,1,True,0,0,CONSOLIDATE,/public-pools/texas/arlington/
/public-pools/texas/arlington/feature/lazy-river/,"Arlington, TX",lazy-river,301 -> /public-pools/texas/arlington/,2,67,0,0,1,1,1,True,0,0,CONSOLIDATE,/public-pools/texas/arlington/
/public-pools/texas/austin/feature/diving-board/,"Austin, TX",diving-board,301 -> /public-pools/texas/austin/,0,0,0,0,2,1,1,True,1,1,CONSOLIDATE,/public-pools/texas/austin/
/public-pools/texas/austin/feature/heated/,"Austin, TX",heated,301 -> /public-pools/texas/austin/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/texas/austin/
/public-pools/texas/austin/feature/indoor/,"Austin, TX",indoor,301 -> /public-pools/texas/austin/,0,0,0,0,2,0,0,True,1,1,CONSOLIDATE,/public-pools/texas/austin/
/public-pools/texas/austin/feature/olympic-size/,"Austin, TX",olympic-size,301 -> /public-pools/texas/austin/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/texas/austin/
/public-pools/texas/cedar-park/feature/heated/,"Cedar Park, TX",heated,301 -> /public-pools/texas/cedar-park/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/texas/cedar-park/
/public-pools/texas/cedar-park/feature/kiddie-pool/,"Cedar Park, TX",kiddie-pool,301 -> /public-pools/texas/cedar-park/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/cedar-park/
/public-pools/texas/cedar-park/feature/lap-swimming/,"Cedar Park, TX",lap-swimming,301 -> /public-pools/texas/cedar-park/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/cedar-park/
/public-pools/texas/cedar-park/feature/water-slides/,"Cedar Park, TX",water-slides,301 -> /public-pools/texas/cedar-park/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/cedar-park/
/public-pools/texas/cedar-park/feature/wave-pool/,"Cedar Park, TX",wave-pool,301 -> /public-pools/texas/cedar-park/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/cedar-park/
/public-pools/texas/conroe/feature/splash-pad/,"Conroe, TX",splash-pad,301 -> /public-pools/texas/conroe/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/texas/conroe/
/public-pools/texas/corpus-christi/feature/diving-board/,"Corpus Christi, TX",diving-board,301 -> /public-pools/texas/corpus-christi/,0,0,0,0,1,1,1,True,0,0,RETIRE,/public-pools/texas/corpus-christi/
/public-pools/texas/corpus-christi/feature/indoor/,"Corpus Christi, TX",indoor,301 -> /public-pools/texas/corpus-christi/,2,89,0,0,2,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/corpus-christi/
/public-pools/texas/corpus-christi/feature/splash-pad/,"Corpus Christi, TX",splash-pad,301 -> /public-pools/texas/corpus-christi/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/texas/corpus-christi/
/public-pools/texas/dallas/feature/heated/,"Dallas, TX",heated,301 -> /public-pools/texas/dallas/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/dallas/
/public-pools/texas/dallas/feature/lap-swimming/,"Dallas, TX",lap-swimming,301 -> /public-pools/texas/dallas/,0,0,0,0,1,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/dallas/
/public-pools/texas/decatur/feature/indoor/,"Decatur, TX",indoor,301 -> /public-pools/texas/decatur/,0,0,0,0,2,0,0,True,2,0,CONSOLIDATE,/public-pools/texas/decatur/
/public-pools/texas/el-paso/feature/lazy-river/,"El Paso, TX",lazy-river,301 -> /public-pools/texas/el-paso/,0,0,0,3,5,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/el-paso/
/public-pools/texas/el-paso/feature/splash-pad/,"El Paso, TX",splash-pad,301 -> /public-pools/texas/el-paso/,0,0,5,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/texas/el-paso/
/public-pools/texas/el-paso/feature/water-slides/,"El Paso, TX",water-slides,301 -> /public-pools/texas/el-paso/,0,0,0,0,1,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/el-paso/
/public-pools/texas/flower-mound/feature/diving-board/,"Flower Mound, TX",diving-board,301 -> /public-pools/texas/flower-mound/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/flower-mound/
/public-pools/texas/flower-mound/feature/lazy-river/,"Flower Mound, TX",lazy-river,301 -> /public-pools/texas/flower-mound/,0,0,0,2,2,0,0,True,0,0,CONSOLIDATE,/public-pools/texas/flower-mound/
/public-pools/texas/fort-worth/feature/diving-board/,"Fort Worth, TX",diving-board,301 -> /public-pools/texas/fort-worth/,0,0,0,0,1,1,1,True,0,1,CONSOLIDATE,/public-pools/texas/fort-worth/
/public-pools/texas/fort-worth/feature/lazy-river/,"Fort Worth, TX",lazy-river,301 -> /public-pools/texas/fort-worth/,0,0,0,1,1,1,1,True,0,0,RETIRE,/public-pools/texas/fort-worth/
/public-pools/texas/frisco/feature/diving-board/,"Frisco, TX",diving-board,301 -> /public-pools/texas/frisco/,0,0,0,0,2,2,2,True,2,0,CONSOLIDATE,/public-pools/texas/frisco/
/public-pools/texas/frisco/feature/lap-swimming/,"Frisco, TX",lap-swimming,301 -> /public-pools/texas/frisco/,0,0,0,1,2,3,3,True,1,0,CONSOLIDATE,/public-pools/texas/frisco/
/public-pools/texas/frisco/feature/olympic-size/,"Frisco, TX",olympic-size,301 -> /public-pools/texas/frisco/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/frisco/
/public-pools/texas/frisco/feature/splash-pad/,"Frisco, TX",splash-pad,301 -> /public-pools/texas/frisco/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/texas/frisco/
/public-pools/texas/georgetown/feature/indoor/,"Georgetown, TX",indoor,301 -> /public-pools/texas/georgetown/,0,0,0,0,2,1,1,True,2,0,CONSOLIDATE,/public-pools/texas/georgetown/
/public-pools/texas/georgetown/feature/lap-swimming/,"Georgetown, TX",lap-swimming,301 -> /public-pools/texas/georgetown/,0,0,0,0,1,3,3,True,1,0,CONSOLIDATE,/public-pools/texas/georgetown/
/public-pools/texas/georgetown/feature/olympic-size/,"Georgetown, TX",olympic-size,301 -> /public-pools/texas/georgetown/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/georgetown/
/public-pools/texas/georgetown/feature/splash-pad/,"Georgetown, TX",splash-pad,301 -> /public-pools/texas/georgetown/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/texas/georgetown/
/public-pools/texas/georgetown/feature/water-slides/,"Georgetown, TX",water-slides,301 -> /public-pools/texas/georgetown/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/texas/georgetown/
/public-pools/texas/houston/feature/diving-board/,"Houston, TX",diving-board,301 -> /public-pools/texas/houston/,3,102,0,0,1,2,2,True,0,0,CONSOLIDATE,/public-pools/texas/houston/
/public-pools/texas/houston/feature/heated/,"Houston, TX",heated,301 -> /public-pools/texas/houston/,0,0,0,0,1,0,0,True,0,1,CONSOLIDATE,/public-pools/texas/houston/
/public-pools/texas/houston/feature/wave-pool/,"Houston, TX",wave-pool,301 -> /public-pools/texas/houston/,0,0,0,0,1,0,0,True,0,1,CONSOLIDATE,/public-pools/texas/houston/
/public-pools/texas/irving/feature/diving-board/,"Irving, TX",diving-board,301 -> /public-pools/texas/irving/,0,0,0,1,1,0,0,True,0,0,RETIRE,/public-pools/texas/irving/
/public-pools/texas/irving/feature/indoor/,"Irving, TX",indoor,301 -> /public-pools/texas/irving/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/irving/
/public-pools/texas/irving/feature/kiddie-pool/,"Irving, TX",kiddie-pool,301 -> /public-pools/texas/irving/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/irving/
/public-pools/texas/irving/feature/lap-swimming/,"Irving, TX",lap-swimming,301 -> /public-pools/texas/irving/,2,36,0,0,2,3,3,True,0,1,REBUILD,/public-pools/texas/irving/feature/lap-swimming/
/public-pools/texas/irving/feature/olympic-size/,"Irving, TX",olympic-size,301 -> /public-pools/texas/irving/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/irving/
/public-pools/texas/katy/feature/indoor/,"Katy, TX",indoor,301 -> /public-pools/texas/katy/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/katy/
/public-pools/texas/katy/feature/lap-swimming/,"Katy, TX",lap-swimming,301 -> /public-pools/texas/katy/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/katy/
/public-pools/texas/katy/feature/water-slides/,"Katy, TX",water-slides,301 -> /public-pools/texas/katy/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/katy/
/public-pools/texas/katy/feature/wave-pool/,"Katy, TX",wave-pool,301 -> /public-pools/texas/katy/,0,0,0,0,2,1,1,True,2,0,CONSOLIDATE,/public-pools/texas/katy/
/public-pools/texas/kyle/feature/heated/,"Kyle, TX",heated,301 -> /public-pools/texas/kyle/,0,0,0,0,2,1,1,True,2,0,CONSOLIDATE,/public-pools/texas/kyle/
/public-pools/texas/kyle/feature/kiddie-pool/,"Kyle, TX",kiddie-pool,301 -> /public-pools/texas/kyle/,0,0,0,1,1,1,1,True,0,0,RETIRE,/public-pools/texas/kyle/
/public-pools/texas/league-city/feature/diving-board/,"League City, TX",diving-board,301 -> /public-pools/texas/league-city/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/league-city/
/public-pools/texas/league-city/feature/heated/,"League City, TX",heated,301 -> /public-pools/texas/league-city/,0,0,0,0,2,1,1,True,2,0,CONSOLIDATE,/public-pools/texas/league-city/
/public-pools/texas/league-city/feature/kiddie-pool/,"League City, TX",kiddie-pool,301 -> /public-pools/texas/league-city/,0,0,0,0,1,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/league-city/
/public-pools/texas/mansfield/feature/diving-board/,"Mansfield, TX",diving-board,301 -> /public-pools/texas/mansfield/,0,0,0,0,1,3,3,True,1,0,CONSOLIDATE,/public-pools/texas/mansfield/
/public-pools/texas/mansfield/feature/kiddie-pool/,"Mansfield, TX",kiddie-pool,301 -> /public-pools/texas/mansfield/,0,0,0,0,1,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/mansfield/
/public-pools/texas/mansfield/feature/lap-swimming/,"Mansfield, TX",lap-swimming,301 -> /public-pools/texas/mansfield/,0,0,0,1,1,2,2,True,0,0,CONSOLIDATE,/public-pools/texas/mansfield/
/public-pools/texas/mckinney/feature/heated/,"Mckinney, TX",heated,301 -> /public-pools/texas/mckinney/,0,0,0,0,1,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/mckinney/
/public-pools/texas/mckinney/feature/indoor/,"Mckinney, TX",indoor,301 -> /public-pools/texas/mckinney/,0,0,0,0,1,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/mckinney/
/public-pools/texas/mckinney/feature/kiddie-pool/,"Mckinney, TX",kiddie-pool,301 -> /public-pools/texas/mckinney/,0,0,0,0,1,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/mckinney/
/public-pools/texas/mckinney/feature/olympic-size/,"Mckinney, TX",olympic-size,301 -> /public-pools/texas/mckinney/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/texas/mckinney/
/public-pools/texas/new-braunfels/feature/diving-board/,"New Braunfels, TX",diving-board,301 -> /public-pools/texas/new-braunfels/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/new-braunfels/
/public-pools/texas/new-braunfels/feature/indoor/,"New Braunfels, TX",indoor,301 -> /public-pools/texas/new-braunfels/,0,0,0,0,2,2,2,True,2,0,CONSOLIDATE,/public-pools/texas/new-braunfels/
/public-pools/texas/new-braunfels/feature/kiddie-pool/,"New Braunfels, TX",kiddie-pool,301 -> /public-pools/texas/new-braunfels/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/new-braunfels/
/public-pools/texas/new-braunfels/feature/lap-swimming/,"New Braunfels, TX",lap-swimming,301 -> /public-pools/texas/new-braunfels/,0,0,0,0,1,3,3,True,1,0,CONSOLIDATE,/public-pools/texas/new-braunfels/
/public-pools/texas/new-braunfels/feature/olympic-size/,"New Braunfels, TX",olympic-size,301 -> /public-pools/texas/new-braunfels/,0,0,0,0,1,0,0,True,1,0,CONSOLIDATE,/public-pools/texas/new-braunfels/
/public-pools/texas/pearland/feature/diving-board/,"Pearland, TX",diving-board,301 -> /public-pools/texas/pearland/,2,15,0,0,1,2,2,True,0,0,CONSOLIDATE,/public-pools/texas/pearland/
/public-pools/texas/pflugerville/feature/diving-board/,"Pflugerville, TX",diving-board,301 -> /public-pools/texas/pflugerville/,0,0,0,3,3,2,2,True,0,0,CONSOLIDATE,/public-pools/texas/pflugerville/
/public-pools/texas/pflugerville/feature/indoor/,"Pflugerville, TX",indoor,301 -> /public-pools/texas/pflugerville/,0,0,0,2,2,1,1,True,0,0,CONSOLIDATE,/public-pools/texas/pflugerville/
/public-pools/texas/pflugerville/feature/kiddie-pool/,"Pflugerville, TX",kiddie-pool,301 -> /public-pools/texas/pflugerville/,0,0,0,2,2,2,2,True,0,0,CONSOLIDATE,/public-pools/texas/pflugerville/
/public-pools/texas/pflugerville/feature/lap-swimming/,"Pflugerville, TX",lap-swimming,301 -> /public-pools/texas/pflugerville/,2,22,0,0,1,3,3,True,0,0,REBUILD,/public-pools/texas/pflugerville/feature/lap-swimming/
/public-pools/texas/plano/feature/heated/,"Plano, TX",heated,301 -> /public-pools/texas/plano/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/plano/
/public-pools/texas/plano/feature/indoor/,"Plano, TX",indoor,301 -> /public-pools/texas/plano/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/plano/
/public-pools/texas/plano/feature/lap-swimming/,"Plano, TX",lap-swimming,301 -> /public-pools/texas/plano/,0,0,0,0,2,3,3,True,2,0,CONSOLIDATE,/public-pools/texas/plano/
/public-pools/texas/plano/feature/water-slides/,"Plano, TX",water-slides,301 -> /public-pools/texas/plano/,0,0,0,0,1,1,1,True,1,0,CONSOLIDATE,/public-pools/texas/plano/
/public-pools/texas/richardson/feature/heated/,"Richardson, TX",heated,301 -> /public-pools/texas/richardson/,2,36,0,0,2,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/richardson/
/public-pools/texas/richardson/feature/indoor/,"Richardson, TX",indoor,301 -> /public-pools/texas/richardson/,0,0,0,0,1,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/richardson/
/public-pools/texas/richardson/feature/kiddie-pool/,"Richardson, TX",kiddie-pool,301 -> /public-pools/texas/richardson/,0,0,0,1,2,2,2,True,1,0,CONSOLIDATE,/public-pools/texas/richardson/
/public-pools/texas/richardson/feature/lap-swimming/,"Richardson, TX",lap-swimming,301 -> /public-pools/texas/richardson/,3,33,0,0,2,4,4,True,1,0,REBUILD,/public-pools/texas/richardson/feature/lap-swimming/
